STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08,WT09
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-02-2021,8.05,,,0.03,,,,60,52,,280,270,18.1,21.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-02-2021,12.3,,,0.01,,,,64,52,,290,290,30,36.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-02-2021,4.7,,,0,,,,66,44,,290,280,15,18.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-02-2021,7.83,,,0,,,,77,47,,30,20,21.9,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-02-2021,5.82,,,0,,,,84,47,,340,330,17,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-02-2021,7.61,,,0,,,,76,44,,10,10,21.9,30,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-02-2021,6.71,,,0,,,,67,45,,260,260,15,17,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-02-2021,7.61,,,0,,,,64,44,,280,290,18.1,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-02-2021,10.29,,,0,,,,65,46,,290,320,19.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-02-2021,6.71,,1302,0,,,,73,43,,40,40,17,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-03-2021,5.14,,,0,,,,70,43,,320,360,12.1,14.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-03-2021,6.26,,,0,,,,66,45,,290,280,15,18.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-03-2021,7.83,,,0,,,,64,47,,270,270,21,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-03-2021,5.37,,,0,,,,65,44,,310,230,14.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-03-2021,9.62,,,0.15,,,,67,43,,280,280,45,51,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-03-2021,9.84,,,0.02,,,,61,44,,290,290,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-03-2021,8.95,,,0,,,,63,41,,250,250,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-03-2021,12.3,,,0,,,,62,52,,260,270,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-03-2021,12.53,,,0.16,,,,62,49,,210,210,30,34,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-03-2021,9.84,,,0.66,,,,56,45,,170,170,25.1,31.1,1,,1,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-03-2021,8.95,,,0.06,,,,60,45,,290,280,21.9,28,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-03-2021,8.05,,,0,,,,65,43,,290,280,18.1,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-03-2021,14.09,,,0,,,,59,52,,260,260,21.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-03-2021,14.32,,,0.18,,,,62,49,,290,280,29.1,34,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-03-2021,13.65,,,0,,,,59,47,,290,290,28,33.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-03-2021,8.5,,,0,,,,59,40,,270,280,17,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-03-2021,5.82,,,0,,,,59,43,,230,230,10.1,16.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-03-2021,9.17,,,0.39,,,,59,52,,140,150,19.9,21.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-03-2021,8.5,,,0,,,,64,49,,280,280,23,25.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-03-2021,10.74,,,0,,,,59,44,,280,280,23.9,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-03-2021,7.61,,,0,,,,64,39,,280,280,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-03-2021,10.51,,,0,,,,63,43,,280,300,23.9,29.1,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-03-2021,13.42,,,0,,,,69,48,,40,30,28,35.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-03-2021,9.4,,,0,,,,66,49,,270,260,23,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-03-2021,11.41,,,0,,,,61,47,,280,280,25.1,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-03-2021,5.37,,,0,,,,67,40,,290,270,14.1,18.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-03-2021,4.7,,,0,,,,74,44,,300,300,13,17,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-03-2021,6.49,,,0,,,,72,45,,280,290,17,19,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-03-2021,8.05,,,0,,,,62,44,,250,,17,,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-03-2021,5.37,,,0,,,,74,42,,270,230,15,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",31-03-2021,5.37,,,0,,,,82,52,,290,70,12.1,14.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-04-2021,4.92,,,0,,,,82,48,,290,290,18.1,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-04-2021,11.41,,,0,,,,62,50,,290,290,21.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-04-2021,11.41,,,0,,,,61,51,,270,280,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-04-2021,12.3,,,0,,,,61,52,,270,260,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-04-2021,12.08,,,0,,,,56,51,,270,280,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-04-2021,9.62,,,0,,,,61,50,,270,260,21,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-04-2021,14.09,,,0,,,,59,50,,270,270,23.9,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-04-2021,11.18,,,0,,,,62,49,,260,250,21.9,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-04-2021,16.33,,,0,,,,59,49,,260,260,25.1,30,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-04-2021,9.17,,,0,,,,63,45,,270,270,23.9,28,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-04-2021,9.62,,,0,,,,66,48,,280,220,18.1,21.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-04-2021,9.17,,,0,,,,65,46,,300,300,18.1,19.9,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-04-2021,15.43,,,0,,,,60,51,,270,260,23,27.1,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-04-2021,8.5,,,0,,,,65,50,,280,300,21,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-04-2021,9.4,,,0,,,,63,46,,290,290,18.1,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-04-2021,10.96,,,0,,,,61,47,,280,290,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-04-2021,9.17,,,0,,,,63,50,,280,280,18.1,21,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-04-2021,6.26,,,0,,,,75,46,,280,280,17,19.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-04-2021,10.07,,,0,,,,62,50,,280,250,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-04-2021,14.76,,,0,,,,62,51,,260,270,31.1,36,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-04-2021,9.62,,,0,,,,61,51,,280,280,19.9,25.1,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-04-2021,12.3,,,0,,,,59,51,,270,280,21.9,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-04-2021,11.63,,,0,,,,64,51,,270,270,23.9,29.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-04-2021,10.74,,,0,,,,64,51,,260,270,21.9,25.1,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-04-2021,11.41,,,0,,,,59,51,,220,220,21.9,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-04-2021,11.41,,,0,,,,61,46,,280,280,23.9,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-04-2021,7.61,,,0,,,,70,43,,270,270,23,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-04-2021,6.71,,,0,,,,78,47,,280,290,17,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-04-2021,10.07,,,0,,,,64,50,,290,290,21,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-04-2021,11.18,,,0,,,,62,47,,280,290,21.9,25.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-05-2021,14.54,,,0,,,,63,50,,260,260,33.1,36.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-05-2021,7.61,,,0,,,,71,47,,280,290,18.1,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-05-2021,6.71,,,0,,,,77,49,,280,280,23.9,28,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-05-2021,7.61,,,0,,,,74,52,,290,280,21,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-05-2021,9.84,,,0,,,,70,51,,300,290,23,27.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-05-2021,11.41,,,0,,,,65,50,,270,270,21.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-05-2021,8.95,,,0,,,,68,50,,260,270,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-05-2021,8.72,,,0,,,,81,48,,280,270,21.9,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-05-2021,6.93,,,0,,,,74,51,,280,260,19.9,21.9,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-05-2021,7.16,,,0,,,,80,50,,280,280,21,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-05-2021,8.28,,,0,,,,71,52,,310,310,19.9,23,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-05-2021,10.74,,,0,,,,65,49,,300,300,19.9,23,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-05-2021,10.74,,,0,,,,62,52,,290,300,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-05-2021,15.21,,,0,,,,59,51,,260,260,25.9,31.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-05-2021,12.08,,,0.01,,,,61,51,,250,250,23.9,29.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-05-2021,11.41,,,0,,,,63,53,,280,290,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-05-2021,14.76,,,0,,,,60,52,,270,280,23,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-05-2021,13.42,,,0,,,,69,51,,260,270,25.9,34,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-05-2021,22.59,,,0,,,,66,52,,280,280,36,40,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-05-2021,13.65,,,0,,,,67,50,,280,280,30,32,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-05-2021,11.63,,,0,,,,66,50,,260,270,23.9,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-05-2021,10.07,,,0,,,,67,47,,300,290,23,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-05-2021,11.86,,,0,,,,63,53,,280,230,18.1,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-05-2021,9.84,,,0,,,,67,51,,280,280,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-05-2021,10.29,,,0,,,,65,52,,250,250,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-05-2021,10.96,,,0,,,,67,51,,290,280,23,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-05-2021,10.74,,,0,,,,67,52,,270,260,21.9,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-05-2021,11.41,,,0,,,,65,53,,290,280,21,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-05-2021,12.3,,,0,,,,59,52,,260,230,19.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-05-2021,10.07,,,0,,,,73,53,,290,290,21.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",31-05-2021,9.17,,,0,,,,75,52,,310,320,18.1,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-06-2021,12.97,,,0,,,,68,53,,300,310,21,25.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-06-2021,10.51,,,0,,,,65,53,,290,290,21,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-06-2021,10.07,,,0,,,,71,54,,290,290,21.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-06-2021,10.51,,,0,,,,64,53,,280,290,23,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-06-2021,9.62,,,0,,,,71,53,,280,220,18.1,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-06-2021,13.42,,,0,,,,67,55,,260,250,21.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-06-2021,18.34,,,0,,,,66,53,,280,270,32,36,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-06-2021,17,,,0,,,,66,54,,280,260,25.9,34,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-06-2021,15.88,,,0,,,,65,53,,280,260,23.9,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-06-2021,13.87,,,0,,,,68,53,,290,270,25.9,31.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-06-2021,8.95,,,0,,,,71,50,,280,270,21.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-06-2021,8.5,,,0,,,,78,61,,280,250,21,28,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-06-2021,8.5,,,0,,,,74,59,,270,260,21.9,23.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-06-2021,13.42,,,0,,,,72,58,,280,280,27.1,33.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-06-2021,8.5,,,0,,,,76,55,,270,270,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-06-2021,6.93,,,0,,,,85,55,,300,300,16.1,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-06-2021,7.16,,,0,,,,91,58,,300,310,17,19,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-06-2021,8.05,,,0,,,,84,59,,300,310,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-06-2021,10.96,,,0,,,,76,56,,310,300,21.9,25.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-06-2021,10.51,,,0,,,,69,54,,310,310,18.1,21.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-06-2021,10.29,,,0,,,,72,58,,310,300,17,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-06-2021,11.63,,,0,,,,74,62,,300,230,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-06-2021,11.41,,,0,,,,72,60,,280,250,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-06-2021,12.53,,,0,,,,70,59,,270,270,21.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-06-2021,11.86,,,0,,,,69,57,,280,270,21.9,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-06-2021,12.3,,,0,,,,71,57,,280,280,23,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-06-2021,12.75,,,0,,,,67,57,,280,270,21.9,25.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-06-2021,12.75,,,0,,,,68,57,,280,280,21.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-06-2021,10.51,,,0,,,,70,58,,280,250,18.1,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-06-2021,12.08,,,0,,,,69,58,,280,280,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-07-2021,10.96,,,0,,,,72,59,,280,250,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-07-2021,11.41,,,0,,,,72,59,,290,290,21.9,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-07-2021,10.51,,,0,,,,70,59,,280,250,18.1,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-07-2021,10.07,,,0,,,,71,59,,300,300,19.9,21.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-07-2021,10.96,,,0,,,,70,59,,280,300,23,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-07-2021,14.32,,,0,,,,67,57,,280,280,23,33.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-07-2021,10.96,,,0,,,,65,56,,270,260,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-07-2021,8.72,,,0,,,,79,57,,300,290,17,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-07-2021,12.08,,,0,,,,77,56,,290,290,21.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-07-2021,11.18,,,0,,,,73,56,,300,,21,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-07-2021,12.53,,,0,,,,65,55,,290,290,21.9,25.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-07-2021,12.3,,,0,,,,64,55,,280,290,23,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-07-2021,13.2,,,0,,,,67,55,,280,240,19.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-07-2021,9.4,,,0,,,,70,57,,310,310,18.1,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-07-2021,13.87,,,0,,,,65,56,,280,290,21.9,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-07-2021,9.62,,,0,,,,70,55,,300,320,21.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-07-2021,8.95,,,0,,,,72,55,,290,300,21,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-07-2021,9.84,,,0,,,,73,55,,300,300,21.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-07-2021,10.74,,,0,,,,71,55,,300,290,21.9,25.1,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-07-2021,10.51,,,0,,,,67,55,,290,290,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-07-2021,8.95,,,0,,,,69,53,,290,290,18.1,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-07-2021,9.17,,,0,,,,67,53,,290,290,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-07-2021,9.84,,,0,,,,73,51,,300,300,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-07-2021,11.18,,,0,,,,69,55,,290,290,21,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-07-2021,11.18,,,0,,,,70,57,,300,320,21,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-07-2021,8.95,,,0,,,,70,57,,310,310,17,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-07-2021,8.28,,,0,,,,77,57,,290,300,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-07-2021,10.29,,,0,,,,73,58,,290,290,21.9,25.9,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-07-2021,10.74,,,0,,,,74,58,,300,300,17,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-07-2021,11.63,,,0,,,,71,57,,300,300,23.9,27.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",31-07-2021,10.51,,,0,,,,72,59,,310,310,21.9,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-08-2021,10.07,,,0,,,,72,60,,270,280,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-08-2021,10.96,,,0,,,,74,57,,290,280,18.1,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-08-2021,9.17,,,0,,,,71,57,,290,290,21,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-08-2021,10.74,,,0,,,,68,57,,280,290,21.9,25.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-08-2021,10.74,,,0,,,,68,59,,270,280,18.1,21.9,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-08-2021,9.17,,,0,,,,75,58,,280,290,17,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-08-2021,9.17,,,0,,,,74,56,,310,300,21,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-08-2021,8.72,,,0,,,,75,58,,310,310,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-08-2021,9.17,,,0,,,,72,56,,300,310,21.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-08-2021,8.72,,,0,,,,78,58,,300,300,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-08-2021,10.51,,,0,,,,72,58,,290,290,21.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-08-2021,10.07,,,0,,,,73,60,,290,300,21,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-08-2021,10.29,,,0,,,,71,58,,280,280,21.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-08-2021,9.84,,,0,,,,71,59,,300,290,21,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-08-2021,8.72,,,0,,,,72,60,,290,290,21.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-08-2021,8.28,,,0,,,,73,59,,280,280,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-08-2021,10.07,,,0,,,,71,59,,250,230,18.1,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-08-2021,8.5,,,0,,,,74,57,,300,300,18.1,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-08-2021,8.95,,,0,,,,72,59,,300,290,18.1,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-08-2021,8.95,,,0,,,,69,61,,280,310,18.1,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-08-2021,11.63,,,0,,,,70,60,,210,220,19.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-08-2021,8.05,,,0,,,,72,58,,300,310,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-08-2021,7.83,,,0,,,,72,58,,290,280,18.1,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-08-2021,9.17,,,0,,,,71,59,,290,320,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-08-2021,9.62,,,0,,,,70,55,,290,260,18.1,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-08-2021,6.93,,,0,,,,78,53,,290,290,16.1,19,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-08-2021,6.26,,,0,,,,87,57,,310,310,16.1,19,,,,,,
